dataset_id,isolate_id,sample_name,status,output_dir,error
HPGP_GLOBAL,JAP-012,HPGP_GLOBAL__JAP-012,PASS,data/phylogeny/snippy/HPGP_GLOBAL__JAP-012,
HPGP_GLOBAL,JAP-013,HPGP_GLOBAL__JAP-013,PASS,data/phylogeny/snippy/HPGP_GLOBAL__JAP-013,
HPGP_GLOBAL,JAP-015,HPGP_GLOBAL__JAP-015,PASS,data/phylogeny/snippy/HPGP_GLOBAL__JAP-015,
HPGP_GLOBAL,JAP-019,HPGP_GLOBAL__JAP-019,PASS,data/phylogeny/snippy/HPGP_GLOBAL__JAP-019,
HPGP_GLOBAL,JAP-022,HPGP_GLOBAL__JAP-022,PASS,data/phylogeny/snippy/HPGP_GLOBAL__JAP-022,
HPGP_GLOBAL,JAP-028,HPGP_GLOBAL__JAP-028,PASS,data/phylogeny/snippy/HPGP_GLOBAL__JAP-028,
HPGP_GLOBAL,JOR-004,HPGP_GLOBAL__JOR-004,PASS,data/phylogeny/snippy/HPGP_GLOBAL__JOR-004,
HPGP_GLOBAL,JOR-005,HPGP_GLOBAL__JOR-005,PASS,data/phylogeny/snippy/HPGP_GLOBAL__JOR-005,
HPGP_GLOBAL,JOR-006,HPGP_GLOBAL__JOR-006,PASS,data/phylogeny/snippy/HPGP_GLOBAL__JOR-006,
HPGP_GLOBAL,JOR-007,HPGP_GLOBAL__JOR-007,PASS,data/phylogeny/snippy/HPGP_GLOBAL__JOR-007,
HPGP_GLOBAL,JOR-009,HPGP_GLOBAL__JOR-009,PASS,data/phylogeny/snippy/HPGP_GLOBAL__JOR-009,
HPGP_GLOBAL,KAZ-001,HPGP_GLOBAL__KAZ-001,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KAZ-001,
HPGP_GLOBAL,KGZ-001,HPGP_GLOBAL__KGZ-001,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KGZ-001,
HPGP_GLOBAL,KGZ-004,HPGP_GLOBAL__KGZ-004,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KGZ-004,
HPGP_GLOBAL,KGZ-009,HPGP_GLOBAL__KGZ-009,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KGZ-009,
HPGP_GLOBAL,KGZ-010,HPGP_GLOBAL__KGZ-010,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KGZ-010,
HPGP_GLOBAL,KOR-002,HPGP_GLOBAL__KOR-002,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-002,
HPGP_GLOBAL,KOR-007,HPGP_GLOBAL__KOR-007,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-007,
HPGP_GLOBAL,KOR-008,HPGP_GLOBAL__KOR-008,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-008,
HPGP_GLOBAL,KOR-010,HPGP_GLOBAL__KOR-010,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-010,
HPGP_GLOBAL,KOR-013,HPGP_GLOBAL__KOR-013,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-013,
HPGP_GLOBAL,KOR-014,HPGP_GLOBAL__KOR-014,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-014,
HPGP_GLOBAL,KOR-019,HPGP_GLOBAL__KOR-019,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-019,
HPGP_GLOBAL,KOR-022,HPGP_GLOBAL__KOR-022,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-022,
HPGP_GLOBAL,KOR-027,HPGP_GLOBAL__KOR-027,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-027,
HPGP_GLOBAL,KOR-028,HPGP_GLOBAL__KOR-028,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-028,
HPGP_GLOBAL,KOR-036,HPGP_GLOBAL__KOR-036,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-036,
HPGP_GLOBAL,KOR-041,HPGP_GLOBAL__KOR-041,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-041,
HPGP_GLOBAL,KOR-042,HPGP_GLOBAL__KOR-042,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-042,
HPGP_GLOBAL,KOR-044,HPGP_GLOBAL__KOR-044,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-044,
HPGP_GLOBAL,KOR-046,HPGP_GLOBAL__KOR-046,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-046,
HPGP_GLOBAL,KOR-047,HPGP_GLOBAL__KOR-047,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-047,
HPGP_GLOBAL,KOR-049,HPGP_GLOBAL__KOR-049,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-049,
HPGP_GLOBAL,KOR-050,HPGP_GLOBAL__KOR-050,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-050,
HPGP_GLOBAL,KOR-101,HPGP_GLOBAL__KOR-101,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-101,
HPGP_GLOBAL,KOR-105,HPGP_GLOBAL__KOR-105,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-105,
HPGP_GLOBAL,KOR-109,HPGP_GLOBAL__KOR-109,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-109,
HPGP_GLOBAL,KOR-110,HPGP_GLOBAL__KOR-110,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-110,
HPGP_GLOBAL,KOR-116,HPGP_GLOBAL__KOR-116,PASS,data/phylogeny/snippy/HPGP_GLOBAL__KOR-116,
HPGP_GLOBAL,LAT-002,HPGP_GLOBAL__LAT-002,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LAT-002,
HPGP_GLOBAL,LAT-003,HPGP_GLOBAL__LAT-003,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LAT-003,
HPGP_GLOBAL,LAT-009,HPGP_GLOBAL__LAT-009,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LAT-009,
HPGP_GLOBAL,LAT-014,HPGP_GLOBAL__LAT-014,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LAT-014,
HPGP_GLOBAL,LAT-015,HPGP_GLOBAL__LAT-015,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LAT-015,
HPGP_GLOBAL,LAT-017,HPGP_GLOBAL__LAT-017,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LAT-017,
HPGP_GLOBAL,LAT-018,HPGP_GLOBAL__LAT-018,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LAT-018,
HPGP_GLOBAL,LAT-019,HPGP_GLOBAL__LAT-019,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LAT-019,
HPGP_GLOBAL,LAT-021,HPGP_GLOBAL__LAT-021,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LAT-021,
HPGP_GLOBAL,LAT-023,HPGP_GLOBAL__LAT-023,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LAT-023,
HPGP_GLOBAL,LAT-024,HPGP_GLOBAL__LAT-024,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LAT-024,
HPGP_GLOBAL,LAT-026,HPGP_GLOBAL__LAT-026,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LAT-026,
HPGP_GLOBAL,LAT-027,HPGP_GLOBAL__LAT-027,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LAT-027,
HPGP_GLOBAL,LAT-029,HPGP_GLOBAL__LAT-029,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LAT-029,
HPGP_GLOBAL,LIT-001,HPGP_GLOBAL__LIT-001,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LIT-001,
HPGP_GLOBAL,LIT-003,HPGP_GLOBAL__LIT-003,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LIT-003,
HPGP_GLOBAL,LIT-006,HPGP_GLOBAL__LIT-006,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LIT-006,
HPGP_GLOBAL,LIT-008,HPGP_GLOBAL__LIT-008,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LIT-008,
HPGP_GLOBAL,LIT-010,HPGP_GLOBAL__LIT-010,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LIT-010,
HPGP_GLOBAL,LIT-013,HPGP_GLOBAL__LIT-013,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LIT-013,
HPGP_GLOBAL,LIT-020,HPGP_GLOBAL__LIT-020,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LIT-020,
HPGP_GLOBAL,LIT-021,HPGP_GLOBAL__LIT-021,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LIT-021,
HPGP_GLOBAL,LIT-025,HPGP_GLOBAL__LIT-025,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LIT-025,
HPGP_GLOBAL,LIT-028,HPGP_GLOBAL__LIT-028,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LIT-028,
HPGP_GLOBAL,LIT-032,HPGP_GLOBAL__LIT-032,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LIT-032,
HPGP_GLOBAL,LIT-041,HPGP_GLOBAL__LIT-041,PASS,data/phylogeny/snippy/HPGP_GLOBAL__LIT-041,
HPGP_GLOBAL,MAL-003,HPGP_GLOBAL__MAL-003,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MAL-003,
HPGP_GLOBAL,MAL-005,HPGP_GLOBAL__MAL-005,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MAL-005,
HPGP_GLOBAL,MAL-006,HPGP_GLOBAL__MAL-006,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MAL-006,
HPGP_GLOBAL,MAL-007,HPGP_GLOBAL__MAL-007,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MAL-007,
HPGP_GLOBAL,MAL-012,HPGP_GLOBAL__MAL-012,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MAL-012,
HPGP_GLOBAL,MAL-018,HPGP_GLOBAL__MAL-018,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MAL-018,
HPGP_GLOBAL,MAL-019,HPGP_GLOBAL__MAL-019,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MAL-019,
HPGP_GLOBAL,MAL-021,HPGP_GLOBAL__MAL-021,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MAL-021,
HPGP_GLOBAL,MAL-023,HPGP_GLOBAL__MAL-023,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MAL-023,
HPGP_GLOBAL,MEX-001,HPGP_GLOBAL__MEX-001,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MEX-001,
HPGP_GLOBAL,MEX-002,HPGP_GLOBAL__MEX-002,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MEX-002,
HPGP_GLOBAL,MEX-003,HPGP_GLOBAL__MEX-003,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MEX-003,
HPGP_GLOBAL,MEX-004,HPGP_GLOBAL__MEX-004,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MEX-004,
HPGP_GLOBAL,MEX-007,HPGP_GLOBAL__MEX-007,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MEX-007,
HPGP_GLOBAL,MEX-008,HPGP_GLOBAL__MEX-008,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MEX-008,
HPGP_GLOBAL,MEX-009,HPGP_GLOBAL__MEX-009,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MEX-009,
HPGP_GLOBAL,MEX-012,HPGP_GLOBAL__MEX-012,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MEX-012,
HPGP_GLOBAL,MEX-023,HPGP_GLOBAL__MEX-023,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MEX-023,
HPGP_GLOBAL,MEX-024,HPGP_GLOBAL__MEX-024,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MEX-024,
HPGP_GLOBAL,MEX-027,HPGP_GLOBAL__MEX-027,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MEX-027,
HPGP_GLOBAL,MEX-028,HPGP_GLOBAL__MEX-028,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MEX-028,
HPGP_GLOBAL,MEX-032,HPGP_GLOBAL__MEX-032,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MEX-032,
HPGP_GLOBAL,MEX-035,HPGP_GLOBAL__MEX-035,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MEX-035,
HPGP_GLOBAL,MEX-040,HPGP_GLOBAL__MEX-040,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MEX-040,
HPGP_GLOBAL,MEX-041,HPGP_GLOBAL__MEX-041,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MEX-041,
HPGP_GLOBAL,MEX-043,HPGP_GLOBAL__MEX-043,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MEX-043,
HPGP_GLOBAL,MEX-046,HPGP_GLOBAL__MEX-046,PASS,data/phylogeny/snippy/HPGP_GLOBAL__MEX-046,
HPGP_GLOBAL,NGA-010,HPGP_GLOBAL__NGA-010,PASS,data/phylogeny/snippy/HPGP_GLOBAL__NGA-010,
HPGP_GLOBAL,NGA-019,HPGP_GLOBAL__NGA-019,PASS,data/phylogeny/snippy/HPGP_GLOBAL__NGA-019,
HPGP_GLOBAL,PER-013,HPGP_GLOBAL__PER-013,PASS,data/phylogeny/snippy/HPGP_GLOBAL__PER-013,
HPGP_GLOBAL,PER-017,HPGP_GLOBAL__PER-017,PASS,data/phylogeny/snippy/HPGP_GLOBAL__PER-017,
HPGP_GLOBAL,PER-018,HPGP_GLOBAL__PER-018,PASS,data/phylogeny/snippy/HPGP_GLOBAL__PER-018,
HPGP_GLOBAL,PER-020,HPGP_GLOBAL__PER-020,PASS,data/phylogeny/snippy/HPGP_GLOBAL__PER-020,
HPGP_GLOBAL,PER-101,HPGP_GLOBAL__PER-101,PASS,data/phylogeny/snippy/HPGP_GLOBAL__PER-101,
HPGP_GLOBAL,PER-103,HPGP_GLOBAL__PER-103,PASS,data/phylogeny/snippy/HPGP_GLOBAL__PER-103,
HPGP_GLOBAL,PER-104,HPGP_GLOBAL__PER-104,PASS,data/phylogeny/snippy/HPGP_GLOBAL__PER-104,
HPGP_GLOBAL,PER-107,HPGP_GLOBAL__PER-107,PASS,data/phylogeny/snippy/HPGP_GLOBAL__PER-107,
HPGP_GLOBAL,PER-112,HPGP_GLOBAL__PER-112,PASS,data/phylogeny/snippy/HPGP_GLOBAL__PER-112,
HPGP_GLOBAL,PER-116,HPGP_GLOBAL__PER-116,PASS,data/phylogeny/snippy/HPGP_GLOBAL__PER-116,
HPGP_GLOBAL,PER-117,HPGP_GLOBAL__PER-117,PASS,data/phylogeny/snippy/HPGP_GLOBAL__PER-117,
HPGP_GLOBAL,PER-124,HPGP_GLOBAL__PER-124,PASS,data/phylogeny/snippy/HPGP_GLOBAL__PER-124,
HPGP_GLOBAL,PER-138,HPGP_GLOBAL__PER-138,PASS,data/phylogeny/snippy/HPGP_GLOBAL__PER-138,
HPGP_GLOBAL,PER-140,HPGP_GLOBAL__PER-140,PASS,data/phylogeny/snippy/HPGP_GLOBAL__PER-140,
HPGP_GLOBAL,POL-004,HPGP_GLOBAL__POL-004,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POL-004,
HPGP_GLOBAL,POL-005,HPGP_GLOBAL__POL-005,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POL-005,
HPGP_GLOBAL,POL-006,HPGP_GLOBAL__POL-006,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POL-006,
HPGP_GLOBAL,POL-007,HPGP_GLOBAL__POL-007,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POL-007,
HPGP_GLOBAL,POL-008,HPGP_GLOBAL__POL-008,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POL-008,
HPGP_GLOBAL,POL-009,HPGP_GLOBAL__POL-009,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POL-009,
HPGP_GLOBAL,POL-010,HPGP_GLOBAL__POL-010,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POL-010,
HPGP_GLOBAL,POL-104,HPGP_GLOBAL__POL-104,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POL-104,
HPGP_GLOBAL,POL-105,HPGP_GLOBAL__POL-105,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POL-105,
HPGP_GLOBAL,POL-106,HPGP_GLOBAL__POL-106,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POL-106,
HPGP_GLOBAL,POL-108,HPGP_GLOBAL__POL-108,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POL-108,
HPGP_GLOBAL,POL-110,HPGP_GLOBAL__POL-110,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POL-110,
HPGP_GLOBAL,POR-002,HPGP_GLOBAL__POR-002,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POR-002,
HPGP_GLOBAL,POR-003,HPGP_GLOBAL__POR-003,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POR-003,
HPGP_GLOBAL,POR-004,HPGP_GLOBAL__POR-004,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POR-004,
HPGP_GLOBAL,POR-005,HPGP_GLOBAL__POR-005,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POR-005,
HPGP_GLOBAL,POR-010,HPGP_GLOBAL__POR-010,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POR-010,
HPGP_GLOBAL,POR-018,HPGP_GLOBAL__POR-018,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POR-018,
HPGP_GLOBAL,POR-104,HPGP_GLOBAL__POR-104,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POR-104,
HPGP_GLOBAL,POR-105,HPGP_GLOBAL__POR-105,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POR-105,
HPGP_GLOBAL,POR-106,HPGP_GLOBAL__POR-106,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POR-106,
HPGP_GLOBAL,POR-107,HPGP_GLOBAL__POR-107,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POR-107,
HPGP_GLOBAL,POR-109,HPGP_GLOBAL__POR-109,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POR-109,
HPGP_GLOBAL,POR-112,HPGP_GLOBAL__POR-112,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POR-112,
HPGP_GLOBAL,POR-113,HPGP_GLOBAL__POR-113,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POR-113,
HPGP_GLOBAL,POR-114,HPGP_GLOBAL__POR-114,PASS,data/phylogeny/snippy/HPGP_GLOBAL__POR-114,
HPGP_GLOBAL,PRI-001,HPGP_GLOBAL__PRI-001,PASS,data/phylogeny/snippy/HPGP_GLOBAL__PRI-001,
HPGP_GLOBAL,PRI-002,HPGP_GLOBAL__PRI-002,PASS,data/phylogeny/snippy/HPGP_GLOBAL__PRI-002,
HPGP_GLOBAL,PRI-004,HPGP_GLOBAL__PRI-004,PASS,data/phylogeny/snippy/HPGP_GLOBAL__PRI-004,
HPGP_GLOBAL,PRI-005,HPGP_GLOBAL__PRI-005,PASS,data/phylogeny/snippy/HPGP_GLOBAL__PRI-005,
HPGP_GLOBAL,PRI-006,HPGP_GLOBAL__PRI-006,PASS,data/phylogeny/snippy/HPGP_GLOBAL__PRI-006,
HPGP_GLOBAL,RUS-001,HPGP_GLOBAL__RUS-001,PASS,data/phylogeny/snippy/HPGP_GLOBAL__RUS-001,
HPGP_GLOBAL,RUS-003,HPGP_GLOBAL__RUS-003,PASS,data/phylogeny/snippy/HPGP_GLOBAL__RUS-003,
HPGP_GLOBAL,RUS-004,HPGP_GLOBAL__RUS-004,PASS,data/phylogeny/snippy/HPGP_GLOBAL__RUS-004,
HPGP_GLOBAL,RUS-007,HPGP_GLOBAL__RUS-007,PASS,data/phylogeny/snippy/HPGP_GLOBAL__RUS-007,
HPGP_GLOBAL,RUS-011,HPGP_GLOBAL__RUS-011,PASS,data/phylogeny/snippy/HPGP_GLOBAL__RUS-011,
HPGP_GLOBAL,SPA-003,HPGP_GLOBAL__SPA-003,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-003,
HPGP_GLOBAL,SPA-005,HPGP_GLOBAL__SPA-005,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-005,
HPGP_GLOBAL,SPA-006,HPGP_GLOBAL__SPA-006,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-006,
HPGP_GLOBAL,SPA-009,HPGP_GLOBAL__SPA-009,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-009,
HPGP_GLOBAL,SPA-012,HPGP_GLOBAL__SPA-012,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-012,
HPGP_GLOBAL,SPA-015,HPGP_GLOBAL__SPA-015,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-015,
HPGP_GLOBAL,SPA-017,HPGP_GLOBAL__SPA-017,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-017,
HPGP_GLOBAL,SPA-101,HPGP_GLOBAL__SPA-101,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-101,
HPGP_GLOBAL,SPA-105,HPGP_GLOBAL__SPA-105,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-105,
HPGP_GLOBAL,SPA-108,HPGP_GLOBAL__SPA-108,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-108,
HPGP_GLOBAL,SPA-111,HPGP_GLOBAL__SPA-111,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-111,
HPGP_GLOBAL,SPA-201,HPGP_GLOBAL__SPA-201,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-201,
HPGP_GLOBAL,SPA-202,HPGP_GLOBAL__SPA-202,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-202,
HPGP_GLOBAL,SPA-203,HPGP_GLOBAL__SPA-203,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-203,
HPGP_GLOBAL,SPA-205,HPGP_GLOBAL__SPA-205,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-205,
HPGP_GLOBAL,SPA-210,HPGP_GLOBAL__SPA-210,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-210,
HPGP_GLOBAL,SPA-301,HPGP_GLOBAL__SPA-301,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-301,
HPGP_GLOBAL,SPA-303,HPGP_GLOBAL__SPA-303,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-303,
HPGP_GLOBAL,SPA-311,HPGP_GLOBAL__SPA-311,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-311,
HPGP_GLOBAL,SPA-312,HPGP_GLOBAL__SPA-312,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-312,
HPGP_GLOBAL,SPA-315,HPGP_GLOBAL__SPA-315,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-315,
HPGP_GLOBAL,SPA-318,HPGP_GLOBAL__SPA-318,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-318,
HPGP_GLOBAL,SPA-321,HPGP_GLOBAL__SPA-321,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-321,
HPGP_GLOBAL,SPA-401,HPGP_GLOBAL__SPA-401,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-401,
HPGP_GLOBAL,SPA-405,HPGP_GLOBAL__SPA-405,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-405,
HPGP_GLOBAL,SPA-413,HPGP_GLOBAL__SPA-413,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-413,
HPGP_GLOBAL,SPA-502,HPGP_GLOBAL__SPA-502,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-502,
HPGP_GLOBAL,SPA-504,HPGP_GLOBAL__SPA-504,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-504,
HPGP_GLOBAL,SPA-508,HPGP_GLOBAL__SPA-508,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-508,
HPGP_GLOBAL,SPA-509,HPGP_GLOBAL__SPA-509,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-509,
HPGP_GLOBAL,SPA-607,HPGP_GLOBAL__SPA-607,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-607,
HPGP_GLOBAL,SPA-609,HPGP_GLOBAL__SPA-609,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-609,
HPGP_GLOBAL,SPA-703,HPGP_GLOBAL__SPA-703,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-703,
HPGP_GLOBAL,SPA-705,HPGP_GLOBAL__SPA-705,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-705,
HPGP_GLOBAL,SPA-707,HPGP_GLOBAL__SPA-707,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-707,
HPGP_GLOBAL,SPA-801,HPGP_GLOBAL__SPA-801,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-801,
HPGP_GLOBAL,SPA-803,HPGP_GLOBAL__SPA-803,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-803,
HPGP_GLOBAL,SPA-805,HPGP_GLOBAL__SPA-805,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-805,
HPGP_GLOBAL,SPA-806,HPGP_GLOBAL__SPA-806,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SPA-806,
HPGP_GLOBAL,SWE-006,HPGP_GLOBAL__SWE-006,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SWE-006,
HPGP_GLOBAL,SWE-008,HPGP_GLOBAL__SWE-008,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SWE-008,
HPGP_GLOBAL,SWE-010,HPGP_GLOBAL__SWE-010,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SWE-010,
HPGP_GLOBAL,SWE-015,HPGP_GLOBAL__SWE-015,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SWE-015,
HPGP_GLOBAL,SWE-016,HPGP_GLOBAL__SWE-016,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SWE-016,
HPGP_GLOBAL,SWE-026,HPGP_GLOBAL__SWE-026,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SWE-026,
HPGP_GLOBAL,SWE-028,HPGP_GLOBAL__SWE-028,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SWE-028,
HPGP_GLOBAL,SWE-031,HPGP_GLOBAL__SWE-031,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SWE-031,
HPGP_GLOBAL,SWT-001,HPGP_GLOBAL__SWT-001,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SWT-001,
HPGP_GLOBAL,SWT-002,HPGP_GLOBAL__SWT-002,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SWT-002,
HPGP_GLOBAL,SWT-004,HPGP_GLOBAL__SWT-004,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SWT-004,
HPGP_GLOBAL,SWT-005,HPGP_GLOBAL__SWT-005,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SWT-005,
HPGP_GLOBAL,SWT-006,HPGP_GLOBAL__SWT-006,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SWT-006,
HPGP_GLOBAL,SWT-008,HPGP_GLOBAL__SWT-008,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SWT-008,
HPGP_GLOBAL,SWT-010,HPGP_GLOBAL__SWT-010,PASS,data/phylogeny/snippy/HPGP_GLOBAL__SWT-010,
