stratum_type,stratum,dataset_id,antibiotic,n,n_resistant,n_susceptible,tp,tn,fp,fn,prevalence,sensitivity,specificity,false_susceptible_rate,false_resistant_rate,balanced_accuracy,mcc,ppv,npv,auroc_binary_score,auprc_binary_score,brier_binary_score,sensitivity_ci_low,sensitivity_ci_high,specificity_ci_low,specificity_ci_high,false_susceptible_rate_ci_low,false_susceptible_rate_ci_high,false_resistant_rate_ci_low,false_resistant_rate_ci_high,ppv_ci_low,ppv_ci_high,npv_ci_low,npv_ci_high,balanced_accuracy_bootstrap_low,balanced_accuracy_bootstrap_high,mcc_bootstrap_low,mcc_bootstrap_high,auroc_binary_score_bootstrap_low,auroc_binary_score_bootstrap_high,auprc_binary_score_bootstrap_low,auprc_binary_score_bootstrap_high,brier_binary_score_bootstrap_low,brier_binary_score_bootstrap_high
COUNTRY,SPA,MULTI_COHORT,levofloxacin,39,9,30,9,30,0,0,0.23076923076923078,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6637328831200572,1.0,0.8842966917779722,1.0,0.0,0.3362671168799428,0.0,0.11570330822202778,0.6637328831200572,1.0,0.8842966917779722,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
COUNTRY,SWT,MULTI_COHORT,clarithromycin,13,11,2,11,2,0,0,0.8461538461538461,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7150858470818455,1.0,0.15811388300841897,1.0,0.0,0.28491415291815436,0.0,0.841886116991581,0.7150858470818455,1.0,0.15811388300841897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
COUNTRY,SWT,MULTI_COHORT,levofloxacin,13,4,9,4,9,0,0,0.3076923076923077,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3976353643835253,1.0,0.6637328831200572,1.0,0.0,0.6023646356164746,0.0,0.3362671168799428,0.3976353643835253,1.0,0.6637328831200572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
COUNTRY,TUR,MULTI_COHORT,clarithromycin,10,1,9,1,9,0,0,0.1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.025,1.0,0.6637328831200572,1.0,0.0,0.975,0.0,0.3362671168799428,0.025,1.0,0.6637328831200572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
COUNTRY,TUR,MULTI_COHORT,levofloxacin,10,4,6,4,6,0,0,0.4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3976353643835253,1.0,0.5407418735600995,1.0,0.0,0.6023646356164746,0.0,0.45925812643990044,0.3976353643835253,1.0,0.5407418735600995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
COUNTRY,TWN,MULTI_COHORT,clarithromycin,10,6,4,6,4,0,0,0.6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5407418735600995,1.0,0.3976353643835253,1.0,0.0,0.45925812643990044,0.0,0.6023646356164746,0.5407418735600995,1.0,0.3976353643835253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
COUNTRY,TWN,MULTI_COHORT,levofloxacin,10,4,6,4,6,0,0,0.4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3976353643835253,1.0,0.5407418735600995,1.0,0.0,0.6023646356164746,0.0,0.45925812643990044,0.3976353643835253,1.0,0.5407418735600995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
COUNTRY,USA,MULTI_COHORT,clarithromycin,15,2,13,2,13,0,0,0.13333333333333333,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.15811388300841897,1.0,0.752947361999529,1.0,0.0,0.841886116991581,0.0,0.24705263800047092,0.15811388300841897,1.0,0.752947361999529,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
COUNTRY,USA,MULTI_COHORT,levofloxacin,15,6,9,6,9,0,0,0.4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5407418735600995,1.0,0.6637328831200572,1.0,0.0,0.45925812643990044,0.0,0.3362671168799428,0.5407418735600995,1.0,0.6637328831200572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
COUNTRY,ZAF,MULTI_COHORT,levofloxacin,4,3,1,1,1,0,2,0.75,0.3333333333333333,1.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0.5,0.008403758659612636,0.9057006759497539,0.025,1.0,0.09429932405024609,0.9915962413403874,0.0,0.975,0.025,1.0,0.008403758659612636,0.9057006759497539,0.5,1.0,0.0,1.0,0.5,1.0,0.25,1.0,0.0,1.0
LINEAGE,SNP_CLUSTER_01,MULTI_COHORT,clarithromycin,124,32,92,32,92,0,0,0.25806451612903225,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8911188393206471,1.0,0.9606967122604819,1.0,0.0,0.10888116067935288,0.0,0.03930328773951803,0.8911188393206471,1.0,0.9606967122604819,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
LINEAGE,SNP_CLUSTER_01,MULTI_COHORT,levofloxacin,128,41,87,37,87,0,4,0.3203125,0.902439024390244,1.0,0.0975609756097561,0.0,0.9512195121951219,0.9288548729303716,1.0,0.9560439560439561,0.9512195121951219,0.9336890243902439,0.03125,0.7686854506905387,0.9727725332016391,0.9584854340073622,1.0,0.027227466798360835,0.2313145493094612,0.0,0.041514565992637815,0.9051094125850101,1.0,0.891265090583202,0.987895432690013,0.9,0.9888888888888889,0.8559390042213103,0.9828731898973629,0.9,0.9888888888888889,0.8611085876937985,0.985303917345447,0.007633587786259542,0.06349206349206349
LINEAGE,SNP_CLUSTER_03,MULTI_COHORT,clarithromycin,108,44,64,42,63,1,2,0.4074074074074074,0.9545454545454546,0.984375,0.0454545454545454,0.015625,0.9694602272727273,0.9424411042593381,0.9767441860465116,0.9692307692307692,0.9694602272727273,0.950865241562916,0.027777777777777776,0.8452684223410106,0.9944470480046295,0.9159896735656463,0.9996044874859493,0.0055529519953704904,0.15473157765898934,0.00039551251405066395,0.08401032643435369,0.8771095172986603,0.9994113870684068,0.8932296794256009,0.9962517377804871,0.9302180861773884,1.0,0.8677486638061093,1.0,0.9302180861773884,1.0,0.8812694076054826,1.0,0.0,0.06481481481481481
LINEAGE,SNP_CLUSTER_03,MULTI_COHORT,levofloxacin,149,60,89,47,81,8,13,0.40268456375838924,0.7833333333333333,0.9101123595505618,0.2166666666666666,0.0898876404494382,0.8467228464419476,0.7047544259659396,0.8545454545454545,0.8617021276595744,0.8467228464419476,0.7566422615415903,0.14093959731543623,0.6580438212653474,0.8792839755373032,0.8305475188074153,0.9603900359249039,0.12071602446269675,0.3419561787346524,0.039609964075096114,0.1694524811925847,0.7333676840573414,0.9350485766689969,0.7751228052869426,0.9242570212446926,0.7843430912384717,0.9002757352941176,0.58416442525579,0.8080175970964978,0.7843430912384717,0.9002757352941176,0.6470433317052287,0.8481388731235494,0.09395973154362416,0.19463087248322147
LINEAGE,SNP_CLUSTER_04,MULTI_COHORT,clarithromycin,109,42,67,42,67,0,0,0.3853211009174312,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9159161450596448,1.0,0.9464303458729032,1.0,0.0,0.08408385494035513,0.0,0.053569654127096765,0.9159161450596448,1.0,0.9464303458729032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
LINEAGE,SNP_CLUSTER_04,MULTI_COHORT,levofloxacin,110,29,81,28,81,0,1,0.2636363636363636,0.9655172413793104,1.0,0.0344827586206896,0.0,0.9827586206896552,0.9765974815013012,1.0,0.9878048780487805,0.9827586206896552,0.9746081504702194,0.00909090909090909,0.822355704511277,0.9991273531164201,0.9554797375436782,1.0,0.000872646883579922,0.1776442954887229,0.0,0.04452026245632174,0.8765638814997362,1.0,0.9339172906106933,0.9996912939036298,0.9428434065934066,1.0,0.9233494348090945,1.0,0.9428434065934066,1.0,0.9161616161616162,1.0,0.0,0.027522935779816515
LINEAGE,SNP_CLUSTER_06,MULTI_COHORT,levofloxacin,65,22,43,22,43,0,0,0.3384615384615385,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8456274871844254,1.0,0.9177888788458615,1.0,0.0,0.15437251281557457,0.0,0.08221112115413848,0.8456274871844254,1.0,0.9177888788458615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
