negative_control,antibiotic,model,split_type,fold,n_train,n_test,n,n_resistant,n_susceptible,tp,tn,fp,fn,prevalence,sensitivity,specificity,false_susceptible_rate,false_resistant_rate,balanced_accuracy,mcc,ppv,npv,auroc_binary_score,auprc_binary_score,brier_binary_score,auroc_probability,auprc_probability,brier_probability,calibration_intercept,calibration_slope
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,34,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.1363636363636363,0.36527929901423883,0.19578505568758425,-9.468317339468502,-8.14873218901244
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__034,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.2839807407996798,-376.3870322418387,-374.1090385851038
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,35,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0,0.24125821467688938,0.2186565471436488,-79.20553477953789,-73.5101203021104
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__035,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.2253249336878955,7.813322993997251,8.570353823746595
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,36,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,1.0,1.0,0.1834903276847834,184.74112065573024,179.9981189349069
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__036,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.2533710914075017,16.312281925867662,17.12522806067322
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,37,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,1.0,1.0,0.1795988921749856,111.50158574126242,110.08733512566367
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__037,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.33152020085556744,-12.465623616557508,-10.818399967400673
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,38,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.9090909090909092,0.9331872946330777,0.17028846366417838,11.23091681737872,12.348048063837423
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__038,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.31064947773920254,-20.38591890587492,-18.894951300251734
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,39,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.9090909090909092,0.9331872946330777,0.1965108142371983,-5.552076536208333,-4.408905325590813
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__039,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.24126652399039966,11.435582227825085,12.426861448760233
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,40,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0,0.24384985830768963,0.2055782011114767,-154.2867002120225,-146.05251407742873
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__040,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.2848677750641213,1334.2891962630715,1285.763665611266
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,41,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0909090909090909,0.3318729463307777,0.21487444586221985,-21.466257182634624,-19.03852876694389
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__041,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.2910701698816239,-83.34718251554104,-79.78897012349083
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,42,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.8181818181818182,0.8651218510405257,0.19359414508161144,-0.9012673517236979,0.11362422274349955
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__042,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.28461930148746384,-2900.3745428923094,-2817.6854309811742
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,43,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,1.0,1.0,0.18884464472216256,294.022216354931,287.11916254730346
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__043,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.29238578270989585,-134.58689118398323,-123.62586250676281
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,44,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0909090909090909,0.3318729463307777,0.2148744458622197,-21.466257182634713,-19.03852876694395
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__044,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.2593945532051747,20.64723274386925,21.388790045663026
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,45,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,1.0,1.0,0.16168882174711754,49.74112263969836,50.57442441032294
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__045,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.3040518264659345,-27.469745950578268,-25.693582666919507
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,46,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,1.0,1.0,0.17680531561649548,110.82569468119978,108.19093115359406
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__046,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.31748086925917823,-16.538664445546797,-15.073443658736819
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,47,331,83,83,22,61,1,61,0,21,0.26506024096385544,0.045454545454545456,1.0,0.9545454545454546,0.0,0.5227272727272727,0.18388514684003537,1.0,0.7439024390243902,0.5227272727272727,0.2984665936473166,0.25301204819277107,1.0,1.0,0.1801924790171102,319.1701945881749,301.81838693213484
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__047,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.27197794168498557,41.551939585478145,41.53658168195676
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,48,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.1818181818181818,0.39868565169769987,0.2267458195894068,-15.636749800805148,-14.07986246298021
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__048,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.3040518264659346,-27.469745950578194,-25.69358266691943
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,49,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,1.0,1.0,0.17879207045782153,104.45429697875232,103.84993905341008
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__049,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.2655085400435426,27.92263434509435,28.536403223653334
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,50,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.9090909090909092,0.9331872946330777,0.19090691928404832,16.53761830890942,17.390292798972965
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__050,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.3042274886550514,-28.310699496678232,-26.280217577044407
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,51,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0,0.25374518602268314,0.2083388462740475,-106.87794295311095,-99.68512361370378
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__051,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.25398459945687424,16.10494153046398,16.613124888683476
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,52,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,1.0,1.0,0.18638704781236898,185.70196525691475,183.6874328928087
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__052,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.30464954633008656,-30.17071225273076,-27.569965566626223
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,53,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,1.0,1.0,0.18349032768478385,184.74112065573544,179.9981189349131
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__053,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.28417284632265677,-530.8304596105405,-523.8379715730161
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,54,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0,0.24044342558704884,0.2127801444476715,-105.5897809763724,-99.63918967078611
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__054,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.3106494777392026,-20.385918905874764,-18.894951300251606
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,55,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0909090909090909,0.3318729463307777,0.20851530703654375,-10.869517642862943,-8.912042771430835
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__055,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.3040518264659345,-27.46974595057827,-25.69358266691951
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,56,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.1818181818181818,0.39868565169769987,0.19552830077693234,-103.9350577590354,-99.68930280798166
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__056,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.28461930148746384,-2900.3745428928155,-2817.6854309816654
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,57,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0,0.24384985830768963,0.20557820111147687,-154.2867002120223,-146.0525140774286
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__057,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.25939455320517446,20.647232743869004,21.388790045662756
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,58,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.1363636363636363,0.3652792990142388,0.197200826030698,-18.915020201740575,-17.17468546294539
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__058,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.2787892965548624,74.30268178176743,72.0170687097359
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,59,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.1363636363636363,0.3652792990142388,0.1993586487085949,-9.169244536657882,-7.725644056881973
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__059,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.2983166018665085,-48.23071974834994,-44.387515820972624
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,60,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,1.0,1.0,0.18121555134189604,128.71693668563313,127.91126882124917
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__060,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.26550854004354263,27.9226343450945,28.5364032236535
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,61,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0,0.23461394484728326,0.20529868266779408,-175.94369805036462,-167.5050866809972
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__061,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.2976064162739814,-42.03045422436819,-39.628919612989534
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,62,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.1818181818181818,0.39868565169769987,0.19599386865653592,-3.953811763380928,-2.84667322706491
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__062,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.3174808692591783,-16.538664445546743,-15.073443658736775
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,63,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.9090909090909092,0.9331872946330777,0.19880072598393578,-4.853502833453644,-3.7357496407452686
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__063,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.25337109140750175,16.312281925867687,17.125228060673265
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,64,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,1.0,1.0,0.19030307903603774,399.8180514961633,390.89535540063383
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__064,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.0708333333333333,0.41709090909090907,0.31064947773920243,-20.385918905874924,-18.894951300251766
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,65,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0,0.23530770810514787,0.23794707588801664,-38.82174850513806,-34.08225311134562
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__065,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.25367501506672785,16.21203129435929,16.872841765480487
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,RANDOM_ISOLATE_LABEL_PERMUTATION,66,331,83,83,22,61,0,61,0,22,0.26506024096385544,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.7349397590361446,0.5,0.26506024096385544,0.26506024096385544,0.0,0.24856327667572647,0.19984642538018868,-296.5551857763264,-284.04185856210637
TRAINING_LABEL_PERMUTATION,clarithromycin,MUTATION_ONLY_LOGISTIC,HPGP_TO_EXTERNAL_LABEL_PERMUTATION,ZENODO_10369064__066,414,44,44,20,24,0,24,0,20,0.45454545454545453,0.0,1.0,1.0,0.0,0.5,0.0,nan,0.5454545454545454,0.5,0.45454545454545453,0.45454545454545453,0.9291666666666668,0.8980861244019138,0.27225278900744526,40.38425308029778,40.02949913773393
